Year,Region,Commodity,Distance,Function,Status,Num_employee,Employee_hour,Hours_office,Hours_operation,Hours_other,Safety_cost,Num_accidents
2018,44,5,0,4,3,20,31353.46,103.95,1402.26,29847.25,3.88,0
2020,22,1,0,1,3,5,9401.29,1019.14,8382.15,0,2.2,1
2019,5,5,0,4,3,17,42095.4,6348.91,17420.75,18325.74,1.08,4
2019,15,1,0,1,3,5,9640.31,2214.53,0,7425.78,1.6,0
2019,5,1,0,1,4,16,6212.7,2007.98,4204.72,0,NA,0
2017,36,5,0,4,3,25,76681.97,9288.51,67393.46,0,0.46,5
2018,18,2,0,2,3,158,404679.28,43758.9,0,360920.38,3.05,7
2017,45,1,0,1,3,5,10553.75,2593.68,7960.07,0,1.55,0
2020,23,1,0,1,4,2,1877.62,0,1877.62,0,3.12,0
2020,43,5,0,4,3,10,21322.13,0,21322.13,0,0.32,0
2019,23,1,0,1,4,2,147.95,10.2,137.74,0,2.45,0
2020,23,1,0,1,4,4,1851.67,4,1847.67,0,NA,0
2019,14,5,0,4,3,25,53503.46,8364.63,11305.45,33833.38,NA,3
2020,45,5,0,4,4,2,442.22,0,442.22,0,1.19,0
2017,21,1,0,1,4,3,1476.38,40.28,1436.09,0,2.35,0
2018,4,1,0,1,3,8,13480.03,2489.48,10990.55,0,1.77,0
2018,47,2,0,4,4,5,3471.26,0,3471.26,0,1.29,0
2017,14,1,0,1,4,1,1909.98,0,1909.98,0,2.67,0
2020,36,5,0,4,3,32,71720.9,6783.99,20975.97,43960.94,0.23,3
2017,3,2,0,4,3,6,12322.52,3274.29,0,9048.23,1.35,0
2017,3,2,0,4,4,2,2331.42,0,2331.42,0,3.62,0
2020,17,4,3.69,4,6,41,89296.71,0,89296.71,0,0.81,4
2018,33,1,0,1,6,5,8415.01,0,8415.01,0,2.98,0
2017,41,5,0,4,3,89,178449.14,9402.17,26741.47,142305.5,NA,3
2018,38,1,0,1,4,1,64.65,0,64.65,0,2.11,0
2018,45,1,0,1,3,4,7422.38,0,7422.38,0,1.74,0
2019,34,1,0,1,4,2,1690.61,46.21,1644.41,0,3.11,0
2017,34,1,0,1,4,3,1112.62,402.69,709.93,0,1.52,0
2020,21,1,0,1,4,3,944.43,49.97,894.46,0,3.12,0
2020,30,1,0,1,4,2,55.62,0,55.62,0,3.29,0
2020,3,2,0,4,6,1,169.41,0,169.41,0,3.49,0
2017,5,1,0,1,4,6,6496.69,1408.15,5088.54,0,1.93,0
2017,23,1,0,1,4,3,1642.22,9.12,1633.1,0,1.91,4
2017,22,2,0,4,3,26,52349.49,18664.89,0,33684.6,1.32,0
2017,38,4,3.71,4,1,8,9959.85,0,9959.85,0,3.97,0
2019,15,5,0,4,3,9,14245.79,2343.47,2167.51,9734.8,0.04,0
2019,38,4,0,4,1,8,16219.46,0,0,16219.46,3.94,0
2017,46,5,0,4,3,7,13036.7,2653.9,5295.82,5086.98,0.22,0
2017,46,5,0,4,3,88,178709.97,44461.76,58826.39,75421.81,0.02,4
2020,9,5,0,4,3,16,25567.46,9160.88,5903.57,10503.01,0.4,3
2020,5,1,0,1,3,5,11887.55,0,11887.55,0,2.51,0
2017,6,1,0,1,4,3,892.01,0,892.01,0,1.57,0
2018,27,5,0,4,3,6,9812.35,1836.51,7975.84,0,NA,0
2020,38,5,0,4,3,26,50147.2,5222.29,20745.19,24179.72,0.19,3
2020,13,5,0,4,3,11,20280.76,0,20280.76,0,0.89,0
2018,43,5,0,4,6,2,110.2,0,110.2,0,1.28,0
2018,19,1,0,1,4,12,6921.29,3264.42,3656.87,0,1.91,0
2019,47,1,0,1,6,2,311.73,0,311.73,0,2.51,0
2018,10,5,0,4,3,22,52657.85,14587.3,15223.22,22847.33,1.1,0
2018,21,1,0,1,4,3,828.16,86.97,741.2,0,2.23,0
2020,38,5,0,4,4,7,9573.34,4138.85,2459.32,2975.17,0.59,0
2019,33,1,0,1,3,12,27062.38,2428.96,24633.43,0,2.42,0
2017,6,1,0,1,4,6,4935.81,0,4935.81,0,NA,2
2018,35,2,0,4,3,62,136811.56,23830.01,44903.8,68077.75,1.29,3
2017,39,5,0,4,3,38,68623.16,16876.25,29993,21753.9,0.13,0
2018,14,5,0,4,3,8,14710.47,3879.24,3180.94,7650.29,0.28,0
2020,38,1,0,1,4,3,105.44,2.9,102.54,0,2.7,0
2019,24,5,0,4,4,15,29993.15,3779.26,10602.93,15610.96,0.47,0
2017,38,4,0,3,1,5,7101.12,3411.02,0,3690.1,3.33,0
2018,14,4,4.38,3,2,3,7442.84,0,0,7442.84,2.47,0
2020,44,1,0,1,3,9,26496.19,4160.03,22336.16,0,1.76,0
2018,35,4,4.16,2,1,151,341692.38,11306.11,0,330386.27,3.98,2
2018,34,1,0,1,4,3,517.05,88.84,428.21,0,1.91,0
2018,28,1,0,1,6,4,5320.92,15.02,5305.9,0,NA,0
2020,10,2,0,4,3,6,12681.75,2026.68,1951.58,8703.5,3.56,1
2018,48,5,0,4,4,3,469.6,1.96,467.64,0,0.93,2
2018,27,1,0,1,4,3,5757.84,0,0,5757.84,2.92,0
2019,44,5,0,4,3,38,96389.89,9005.15,31557.02,55827.72,1.14,4
2018,38,5,0,4,3,10,24109.59,2627.37,21482.22,0,0.04,0
2020,34,1,0,1,4,2,236.97,0,236.97,0,3.15,0
2017,38,5,0,2,3,12,23070.23,5264.79,0,17805.44,0.08,0
2018,6,1,0,1,4,4,902.51,0,902.51,0,2.03,0
2018,22,1,0,1,6,1,8.9,8.9,0,0,2.85,0
2020,26,1,0,1,4,9,2704.69,0,2704.69,0,2.11,0
2019,1,3,0,4,4,24,71678.49,4842.4,66836.09,0,3.96,2
2020,5,1,0,1,3,53,72204.76,0,72204.76,0,1.87,0
2018,44,5,0,4,3,118,256820.47,42508.93,65415.81,148895.74,NA,6
2020,42,1,0,1,4,5,3048.5,11.99,3036.51,0,3.04,0
2019,23,1,0,1,4,4,1905.98,44.21,1861.77,0,2.88,0
2018,45,1,0,1,3,7,16197.14,0,16197.14,0,2.36,0
2020,45,1,0,1,3,8,10268.62,0,10268.62,0,1.78,0
2019,48,5,0,4,3,6,12513.03,4231.42,8281.61,0,0.86,2
2019,1,3,0,2,3,340,747584.16,121226.73,0,626357.43,3.72,2
2018,23,1,0,1,4,3,409.93,3.87,406.06,0,2.12,0
2018,21,5,0,4,4,6,8869.08,6,8863.08,0,1.04,0
2017,46,4,4.01,2,6,4,1419.07,0,0,1419.07,3.45,0
2017,13,2,0,4,4,4,2078.97,0,0,2078.97,1.41,0
2020,46,4,0,3,1,42,88895.18,22958.56,0,65936.62,3.85,0
2019,23,1,0,1,4,6,10392.18,0,10392.18,0,2.84,0
2019,14,4,4.37,4,1,30,70016.9,0,58390.92,11625.98,3.83,1
2020,15,5,0,4,3,20,46021.66,7358.67,16573,22090,0.49,0
2017,44,5,0,4,3,12,27307.8,2696.67,24611.12,0,0.13,3
2018,7,1,0,1,4,3,787.82,250.9,536.92,0,1.61,0
2017,17,4,0,3,1,7,9478.66,0,0,9478.66,3.11,0
2020,6,1,0,1,3,2,5230.82,0,5230.82,0,2.02,0
2019,48,2,0,4,6,1,1526.51,0,1526.51,0,3.46,0
2018,3,5,0,4,3,8,10762.79,1455.92,9306.87,0,0.51,0
2020,14,2,0,4,4,2,1503.42,0,1503.42,0,1.53,0
2018,38,5,0,4,4,4,3392.19,4.02,3388.17,0,1.16,0
2020,38,4,3.43,4,1,5,2933.69,115.42,0,2818.27,3.97,0
2019,27,1,0,1,4,2,1000.39,0,0,1000.39,3.88,0
2020,34,1,0,1,4,3,1953.12,184.82,1768.3,0,2.53,0
2020,38,5,0,4,4,1,1448.41,0,1448.41,0,1.04,0
2018,15,1,0,1,3,4,3972.03,329.34,3642.69,0,2.19,0
2018,13,1,0,1,4,4,244.64,2.91,241.73,0,2.36,0
2020,23,5,0,4,4,1,15.48,15.48,0,0,0.57,0
2019,44,5,0,4,4,4,7992.51,1646.37,6346.14,0,0.04,0
2017,34,2,0,4,4,1,48.66,0,48.66,0,1.42,0
2018,4,1,0,1,6,1,244.16,0,244.16,0,2.98,0
2017,22,1,0,1,4,2,726.28,497.25,229.03,0,3.15,0
2018,28,1,0,1,3,3,8148.56,0,8148.56,0,3.12,0
2017,21,5,0,4,4,3,2285.15,7,2278.16,0,1.07,0
2017,23,1,0,1,4,2,1236,3.98,1232.02,0,2.16,0
2018,36,5,0,4,3,10,20454.35,4807.02,15647.33,0,0.06,0
2017,42,1,0,1,4,3,134.66,6.17,128.49,0,2.02,0
2019,44,1,0,1,3,7,19780.32,0,19780.32,0,1.71,0
2018,14,5,0,2,3,26,68885.19,7651.02,0,61234.17,0.31,4
2019,13,1,0,1,3,15,28121.32,0,28121.32,0,2.06,0
2019,4,1,0,1,4,6,15591.81,0,15591.81,0,2.54,0
2018,38,5,0,4,3,12,26191.11,6504.27,19686.83,0,3.18,0
2019,23,1,0,1,4,4,6137.57,0,6137.57,0,2.96,0
2019,46,4,2.64,4,6,2,625.57,0,0,625.57,1.64,0
2017,44,5,0,4,6,6,8665.17,1670.77,6994.4,0,0.44,0
2019,22,1,0,1,4,1,115.47,0,115.47,0,2.37,0
2017,3,5,0,4,3,57,122496.65,35943.99,32673.18,53879.48,0.08,4
2019,24,1,0,1,3,27,69856.9,6504.27,63352.63,0,1.85,5
2017,24,2,0,4,4,2,1069.83,0,1069.83,0,3.74,0
2020,3,5,0,4,3,12,30236.1,7255.94,3627.97,19352.18,0.27,0
2019,5,5,0,4,3,92,212243.3,28692.12,183551.17,0,NA,4
2019,44,2,0,4,6,2,13.26,0,13.26,0,0.66,0
2017,29,1,0,1,3,6,15499.52,2705.92,0,12793.61,1.62,0
2017,46,4,3.76,2,1,27,41978.67,0,0,41978.67,3.05,0
2017,22,1,0,1,4,7,10290.33,1421.42,8868.91,0,2.05,0
2019,16,5,0,4,3,10,29911.51,0,29911.51,0,0.17,0
2018,48,5,0,4,6,3,783.77,153.06,630.71,0,1.4,0
2018,26,1,0,1,6,4,760.82,7,753.82,0,2.94,0
2019,5,1,0,1,4,1,1245.57,0,1245.57,0,3.16,0
2020,3,5,0,4,3,15,35296.52,2822.76,5999.62,26474.14,0.11,0
2017,23,1,0,1,4,5,3463.2,15.04,3448.17,0,1.72,0
2018,32,1,0,1,6,1,11.03,11.03,0,0,2.82,0
2017,23,5,0,4,4,2,1803.31,0,1803.31,0,0.51,0
2018,43,5,0,4,3,10,8029.03,4581.02,0,3448,0.36,0
2017,25,1,0,1,4,1,296.27,0,296.27,0,2.3,0
2020,17,5,0,2,3,24,52877.62,7663.8,0,45213.82,0.31,0
2018,22,1,0,1,4,3,-0.61,0,-0.61,0,2.36,0
2020,36,5,0,4,4,7,11376.39,5574.29,5802.1,0,0.38,0
2017,32,1,0,1,4,6,2228.82,126.12,2102.69,0,2.39,0
2020,37,5,0,4,6,4,146.38,0,146.38,0,1.04,0
2017,38,5,0,3,6,4,6580.81,0,0,6580.81,0.04,0
2018,38,5,0,4,4,5,6845.15,0,6845.15,0,1.12,0
2019,32,2,0,3,3,67,134593.84,10751.23,0,123842.61,3.94,1
2017,38,1,0,1,4,18,34297.25,3732.59,0,30564.66,NA,1
2017,38,4,3.71,2,1,47,108810.14,0,0,108810.14,3.64,8
2019,23,1,0,1,4,1,13.59,13.59,0,0,2.44,0
2018,43,5,0,4,3,8,15022.87,5190.72,3950.07,5882.08,0.28,0
2018,15,1,0,1,3,5,5634.01,778.69,4855.32,0,2.18,0
2020,11,5,0,4,3,14,28314.45,6925.87,21388.59,0,1.47,0
2019,35,5,0,4,3,39,77018.27,12710.86,8839.29,55468.11,0.58,2
2018,23,1,0,1,4,3,460.66,8.05,452.62,0,NA,0
2019,43,5,0,2,3,92,192987.68,14186.64,0,178801.04,0.07,5
2020,38,5,0,4,4,5,7765.14,12.01,7753.13,0,0.52,3
2019,35,1,0,1,3,7,9502.66,2292.36,7210.29,0,1.65,0
2020,12,5,0,4,3,5,8507.76,0,8507.76,0,0.27,0
2019,34,5,0,4,6,1,65.56,0,65.56,0,3.72,0
2019,39,1,0,1,3,10,8906.65,1901.29,7005.37,0,1.82,0
2019,34,1,0,1,4,10,19046.54,5956.17,13090.37,0,2.29,0
2018,34,1,0,1,4,8,17688.46,2171.07,15517.39,0,1.94,0
2019,22,1,0,1,4,2,165.22,1.84,163.38,0,2.13,0
2019,43,4,0,3,1,28,64043.11,2500.47,0,61542.64,3.81,0
2017,7,1,0,1,4,3,3218.64,2177.14,1041.5,0,3.27,0
2019,35,4,3.76,4,1,76,151958.34,0,151958.34,0,3.73,0
2019,17,4,3.61,2,7,2,619.79,0,0,619.79,3.92,0
2018,23,1,0,1,4,2,3671.45,0,3671.45,0,2.96,0
2019,27,1,0,1,3,4,9348.14,371.4,0,8976.74,1.82,0
2019,23,1,0,1,4,2,518.75,3.92,514.83,0,2.34,0
2017,38,4,3.43,4,1,23,53848.03,7378.2,46469.83,0,0.22,3
2019,33,2,0,3,3,6,10730.79,3003.9,0,7726.89,3.75,0
2017,41,1,0,1,3,11,27519.4,3305.85,0,24213.55,1.66,2
2018,6,1,0,1,4,6,10837.71,1800.62,9037.09,0,1.48,0
2017,46,4,0,4,2,37,107832.5,0,107832.5,0,3.93,0
2019,44,5,0,4,3,14,26577.61,2973.86,23603.75,0,1.17,0
2017,35,5,0,4,3,28,63846.75,6745.66,14696.63,42404.46,0.27,3
2020,23,3,0,4,3,24,39975.1,35599.76,4375.34,0,3.58,2
2020,21,5,0,4,4,5,6011.92,2459.06,3552.86,0,1.02,0
2019,45,5,0,4,4,3,80.91,0,80.91,0,1.24,0
2018,37,1,0,1,4,3,3270.48,0,3270.48,0,2.39,0
2019,34,5,0,4,4,2,991.51,0,991.51,0,1.11,0
2018,18,1,0,1,3,2,3899.65,0,0,3899.65,1.94,0
2019,34,1,0,1,3,6,14359.57,2310.09,12049.48,0,1.51,0
2017,27,5,0,4,6,7,859.86,28.59,831.27,0,0.85,0
2017,38,4,4.57,4,1,10,7930.48,0,7930.48,0,2.49,0
2018,38,5,0,4,3,6,11174.15,2019.29,5111.27,4043.59,3.39,0
2017,9,5,0,4,3,12,27021.84,4712.23,22309.61,0,0.15,0
2020,23,1,0,1,4,5,5329.92,159.67,5170.26,0,3.35,0
2019,34,1,0,1,4,5,6657.58,1502.39,5155.19,0,3.77,0
2020,5,1,0,1,6,3,708.54,79.05,629.49,0,3.41,0
2018,5,1,0,1,6,3,429.08,0,429.08,0,3.55,0
2017,34,1,0,1,4,1,2453.22,0,2453.22,0,2.26,0
2020,7,1,0,1,4,4,10694.9,2297.06,8397.84,0,2.17,0
2019,23,1,0,1,4,6,2257.91,52.18,2205.73,0,2.42,0
2018,36,5,0,4,4,3,2577.48,0,2577.48,0,1.2,0
2019,38,4,0,4,1,1,2190.09,0,2190.09,0,0.8,0
2019,42,1,0,1,4,2,1157.87,0,1157.87,0,3.63,0
2017,33,3,0,2,3,682,1379606.06,11869.11,0,1367736.95,0.01,12
2018,23,1,0,1,4,7,6415.54,1580.41,4835.13,0,3.58,0
2017,12,5,0,4,3,10,21654.32,6892.78,12148.62,2612.92,0.26,0
2018,10,2,0,4,3,5,9081.83,0,9081.83,0,0.82,0
2020,27,5,0,4,3,6,16721.35,2841.34,5517.84,8362.17,1.1,0
2020,42,3,0,4,4,1,29.01,29.01,0,0,1.6,0
2019,32,1,0,1,3,3,5143.06,0,5143.06,0,2.96,0
2019,22,1,0,1,3,4,8638.09,2443.76,6194.33,0,1.68,0
2018,38,5,0,2,3,17,27602.52,6723.13,0,20879.39,0.32,0
2019,17,4,3.61,4,2,1,782.81,0,782.81,0,0.48,0
2019,6,1,0,1,3,13,23313.52,2426.22,20887.3,0,1.91,0
2017,16,1,0,1,3,5,13888.98,3012.68,0,10876.3,1.54,0
2019,12,5,0,4,4,3,1030.6,6.97,1023.63,0,0.62,0
2020,17,4,4.01,2,1,35,82175.09,5264.43,0,76910.66,3.76,4
2018,27,1,0,1,4,3,391.98,23.29,368.7,0,3.69,0
2019,10,5,0,4,3,7,11261.58,479.22,10782.36,0,3.81,0
2018,22,1,0,1,4,7,1694.57,0,1694.57,0,3.32,0
2017,48,1,0,1,3,2,4376.35,0,4376.35,0,2.31,1
2017,4,2,0,4,6,4,5133.36,0,5133.36,0,1.4,4
2020,35,5,0,4,3,82,160195.27,5408.38,25564.8,129222.09,0.63,4
2017,35,1,0,1,4,1,1483.5,0,1483.5,0,2.11,0
2019,27,2,0,3,3,30,64693.92,14097.47,0,50596.45,3.64,0
2017,7,1,0,1,4,5,10338.2,0,10338.2,0,1.65,0
2019,26,1,0,1,4,3,3230.21,0,3230.21,0,2.32,0
2020,23,1,0,1,4,4,3134.34,4.02,3130.32,0,2.47,0
2017,16,5,0,4,3,10,23245.38,0,18760.11,4485.27,0.3,0
2017,1,1,0,1,4,3,2085,0,2085,0,2.3,0
2019,46,2,0,4,3,22,46878.96,24033.39,0,22845.57,3.52,1
2019,45,1,0,1,4,2,149.41,0,149.41,0,2.83,0
2019,37,5,0,4,4,4,7539.13,0,7539.13,0,1.04,0
2017,43,4,0,3,2,1,141.4,0,0,141.4,3.61,0
2018,17,4,0,3,1,50,116812.72,0,0,116812.72,3.2,1
2019,6,1,0,1,4,5,2609.58,159.97,2449.61,0,2.38,0
2020,28,5,0,4,3,1,2201.84,0,2201.84,0,1.17,2
2018,27,1,0,1,3,14,37588.82,5637.97,31950.85,0,3.94,0
2019,48,1,0,1,4,3,2260.5,18.02,2242.48,0,1.64,0
2017,38,4,3.89,4,1,4,8174.07,0,8174.07,0,1.62,0
2018,48,5,0,4,3,8,14237.39,4513.07,9724.32,0,NA,2
2018,17,4,0,4,7,4,8647.04,0,8647.04,0,NA,0
2020,37,5,0,4,4,3,346.82,0,346.82,0,0.99,0
2019,48,1,0,1,6,20,24830.64,2499.17,22331.48,0,3.03,0
2017,29,1,0,1,4,3,4762.79,4,0,4758.79,2.88,0
2019,47,1,0,1,4,3,2513.06,0,2513.06,0,3.24,0
2020,24,5,0,4,3,149,309907.56,14905.22,32895.48,262106.86,0.68,11
2019,46,4,3.76,2,1,13,24506.06,1199.86,0,23306.2,3.82,0
2019,37,5,0,4,4,2,1072.41,0,1072.41,0,1.08,0
2017,15,4,2.56,4,1,4,2816.96,312.66,2504.3,0,3.91,0
2019,45,2,0,4,4,5,8549.94,0,8549.94,0,1.48,0
2019,36,5,0,4,4,6,1669.64,19.77,1649.87,0,3.31,0
2018,22,3,0,4,3,776,1626113.95,70621.82,714607.22,840884.9,2.73,36
2017,38,5,0,4,3,27,53243.31,7782.48,13399.83,32060.99,0.78,0
2020,33,1,0,1,3,12,29754.49,5164.95,24589.54,0,1.86,0
2018,28,1,0,1,4,4,7896.04,1713.35,6182.69,0,1.64,2
2018,16,1,0,1,3,5,12123.41,4392.61,0,7730.8,1.59,0
2017,23,5,0,4,4,1,64.96,0,64.96,0,3.37,0
2019,36,1,0,1,3,18,41224.25,4414.35,36809.91,0,2.87,0
2017,38,4,3.26,4,1,1,184.12,0,184.12,0,3.74,0
2017,22,5,0,4,4,16,38050.95,2201,35849.96,0,NA,4
2018,17,5,0,4,4,3,3007.9,0,3007.9,0,0.7,0
2017,23,5,0,4,4,4,4376.74,2055.29,2321.45,0,0.51,0
2020,27,5,0,4,3,21,45482.37,4547.74,22741.68,18192.95,NA,0
2017,24,5,0,4,4,4,1046.83,79.68,967.15,0,0.24,0
2019,44,5,0,4,4,5,7203.85,0,7203.85,0,0.27,0
2020,28,1,0,1,4,2,1365.61,0,1365.61,0,2.5,0
2017,22,1,0,1,4,3,1781.5,11.07,1770.44,0,3.12,0
2019,10,2,0,4,3,5,5434,0,5434,0,1.36,0
2020,38,4,3.66,2,2,6,8323.75,0,0,8323.75,1.96,0
2018,12,1,0,1,4,2,1055.75,0,1055.75,0,2.92,0
2018,27,5,0,4,3,29,64191.96,8192.5,15220.94,40778.51,1.36,2
2019,38,4,3.4,4,1,9,20724.15,2173.86,18550.29,0,3.93,0
2017,44,5,0,4,6,2,1047.03,523.52,523.52,0,0.51,0
2018,15,1,0,1,4,5,6083.35,2141.94,3941.41,0,2.33,0
2019,38,4,0,3,6,4,3054.23,2048.18,0,1006.05,1.89,0
2018,2,5,0,4,3,24,25975.3,2082.78,18693.06,5199.46,3.33,0
2018,12,1,0,1,3,9,15932.64,2021.83,13910.81,0,1.49,0
2017,44,5,0,4,3,17,48113.21,0,48113.21,0,NA,0
2018,23,1,0,1,4,2,949.54,4.04,945.49,0,2.45,0
2019,13,1,0,1,4,2,3273.07,0,3273.07,0,3.41,0
2020,30,5,0,4,4,1,1.33,0,1.33,0,0.88,0
2017,5,1,0,1,6,1,139.09,0,139.09,0,3.36,0
2017,30,1,0,1,4,4,2715.01,0,2715.01,0,3.26,0
2017,37,3,0,2,4,2,188.56,133.16,0,55.4,2.08,0
2017,4,3,0,4,4,6,2415.48,84.19,2331.29,0,2.03,0
2018,17,4,0,3,1,3,10103.31,4112.65,0,5990.66,3.68,0
2017,16,2,0,4,3,2,3530.74,0,0,3530.74,3.48,0
2020,45,1,0,1,4,2,2033.42,0,2033.42,0,2.24,0
2017,23,1,0,1,4,3,329.45,0,329.45,0,2.08,0
2019,15,2,0,4,4,4,2569.84,0,2569.84,0,0.94,0
2020,44,1,0,1,4,2,1765.17,0,1765.17,0,2.77,0
2017,17,5,0,2,3,27,59685.56,4657.2,0,55028.36,0.31,3
2019,1,3,0,2,4,8,5670.2,0,0,5670.2,3.1,0
2019,42,1,0,1,4,4,4317.65,456.76,3860.89,0,2.98,0
2018,6,1,0,1,4,2,62.97,0,62.97,0,2.15,0
2020,44,2,0,4,3,33,74975.4,10419.36,1941.88,62614.16,1.96,8
2019,46,4,4.29,2,1,111,280586.78,0,0,280586.78,2.75,2
2018,10,1,0,1,3,3,3582.27,1020.65,0,2561.62,3.99,0
2019,47,1,0,1,4,5,4798.22,0,4798.22,0,3.32,0
2017,26,5,0,4,3,7,5531.26,154.84,5376.42,0,1.15,0
2018,17,4,0,4,7,15,40458.51,4626.4,35832.11,0,2.01,0
2019,46,5,0,3,3,43,82052.55,17785.25,0,64267.3,0.1,0
2017,33,5,0,4,3,106,231122.77,37957.17,14192.94,178972.66,0.78,4
2020,39,1,0,1,3,4,3152.12,1849.66,1302.46,0,1.67,0
2018,17,4,3.83,4,2,10,25167.18,0,22655.86,2511.32,0.05,0
2019,24,5,0,4,3,18,33048.33,15288.76,17759.57,0,0.12,0
2018,26,1,0,1,6,2,47.31,0.86,46.45,0,2.7,0
2020,34,1,0,1,3,2,4953.79,0,4953.79,0,1.85,2
2019,34,1,0,1,4,1,1326.46,0,1326.46,0,3.16,0
2019,47,1,0,1,4,1,137.1,0,137.1,0,2.37,0
2019,48,1,0,1,4,3,971.98,0,971.98,0,1.91,0
2018,4,5,0,4,4,9,6881.22,0,6881.22,0,1.17,0
2017,14,5,0,4,4,1,1243.57,0,1243.57,0,0.66,0
2018,22,1,0,1,4,1,35.71,0,35.71,0,3.36,0
2019,28,1,0,1,4,3,5330.61,0,5330.61,0,2.51,0
2017,3,1,0,1,6,6,4650.93,827.55,3823.39,0,2.99,0
2017,6,1,0,1,4,2,949.64,0,949.64,0,3.53,0
2018,20,4,4.11,4,1,12,23162.8,0,23162.8,0,0.39,0
2020,14,4,4.44,2,1,216,525409.14,24315.87,0,501093.27,1.85,6
2017,38,1,0,1,3,8,12207.22,2468.65,9738.57,0,2.58,0
2017,27,1,0,1,4,4,2340.88,1646.29,694.59,0,2.48,0
2019,25,1,0,1,3,3,4790.05,0,4790.05,0,2.37,0
2020,26,1,0,1,4,1,130.83,0,130.83,0,3.42,0
2020,10,5,0,4,3,40,107892.01,17261.4,46394.46,44236.16,0.8,0
2017,6,4,0,3,2,5,591.67,97.12,0,494.54,NA,0
2020,20,5,0,2,3,10,4139.87,0,0,4139.87,0.06,0
2018,19,1,0,1,4,5,7002.71,40,6962.71,0,2.3,0
2017,48,1,0,1,3,2,1688.48,0,1688.48,0,3.27,0
2017,13,1,0,1,4,5,12822.23,0,12822.23,0,1.85,0
2019,27,5,0,2,3,21,60884.49,6087.05,0,54797.44,0.56,0
2017,27,2,0,4,4,2,91.66,25.58,66.08,0,0.92,0
2019,14,5,0,2,3,31,78868.28,12637.13,0,66231.15,0.06,5
2017,5,5,0,4,6,2,129.6,24.22,105.37,0,0.87,0
2020,37,5,0,4,3,27,57464.13,12551.25,44912.88,0,0.91,0
2020,11,1,0,1,4,4,1070.29,236.53,833.76,0,1.77,0
2017,39,1,0,1,3,5,5927.19,1442.72,4484.47,0,1.69,0
2017,16,5,0,4,3,7,14374.65,2107.27,5478.3,6789.09,NA,0
2018,27,5,0,3,3,10,20427.8,11429.82,0,8997.98,3.89,0
2018,5,1,0,1,3,9,13873.02,2944.43,10928.59,0,1.73,0
2017,17,4,3.83,4,1,10,10541.81,0,8101.39,2440.42,1.14,0
2020,38,4,4.44,4,7,4,1542.85,0,1542.85,0,2.16,0
2019,25,1,0,1,3,3,4809.28,1923.71,0,2885.57,1.59,0
2017,17,5,0,4,3,30,39571.02,8519.34,14813.64,16238.03,NA,0
2020,35,5,0,4,6,7,8648.51,0,8648.51,0,0.7,0
2017,23,1,0,1,4,1,9.78,9.78,0,0,1.91,0
2017,15,1,0,1,4,2,3210.71,0,3210.71,0,2.46,0
2018,23,1,0,1,4,3,3411.63,2,3409.63,0,2.33,0
2020,44,5,0,4,3,2,3989.22,2003.1,1986.12,0,0.34,0
2017,22,1,0,1,4,2,66.85,0,66.85,0,3.11,0
2017,15,5,0,4,3,10,24503.57,7016.75,7512.08,9974.75,0.24,3
2019,23,1,0,1,4,2,148.8,0,148.8,0,NA,0
2018,2,4,0,4,1,5,611.32,0,611.32,0,0.2,0
2020,44,1,0,1,3,6,10380.94,314.51,10066.43,0,1.59,0
2019,48,1,0,1,3,4,8532.6,1961.77,6570.83,0,2.07,0
2020,44,1,0,1,3,9,21829.12,2695.88,19133.24,0,NA,0
2019,27,2,0,4,6,2,105.01,0,105.01,0,1.46,0
2018,44,5,0,4,4,3,1086.72,4.05,1082.67,0,1.2,0
2019,12,5,0,4,3,29,43509.07,15939.29,0,27569.78,1.15,0
2020,10,5,0,4,3,5,9466.53,0,9466.53,0,3.43,0
2018,29,1,0,1,4,1,92.84,0,92.84,0,2.94,0
2020,41,5,0,4,3,170,324135.8,32412.88,48620.32,243102.6,0.71,4
2020,35,4,4.11,2,2,2,5024.55,2522.28,0,2502.27,1.21,0
2018,34,1,0,1,3,8,15392.3,4387.38,11004.92,0,1.93,0
2018,38,4,0,3,1,3,6685.96,0,0,6685.96,1.93,0
2020,26,3,0,4,4,12,13533.14,0,13533.14,0,3.81,0
2017,10,5,0,4,3,21,40973.85,10313.47,9387.42,21272.96,0.68,0
2017,26,1,0,1,4,2,562.32,0,562.32,0,2.51,0
2020,36,5,0,4,3,7,11583.61,0,11583.61,0,3.36,0
2020,39,1,0,1,3,4,3844.81,129.82,3714.99,0,1.6,0
2018,17,4,0,3,1,6,8156.72,199.8,0,7956.92,3.01,0
2019,35,2,0,2,3,170,370326.19,31353.27,0,338972.92,3.99,4
2017,23,5,0,4,4,3,1467.26,56.59,1410.67,0,0.8,0
2020,47,1,0,1,4,2,2695.55,0,2695.55,0,1.88,0
2017,27,5,0,4,4,2,136.48,68.24,68.24,0,NA,0
2018,7,5,0,4,4,13,15203.56,120.04,15083.52,0,1.46,2
2017,35,1,0,1,3,4,6554.26,37.09,6517.17,0,2.24,0
2019,33,3,0,4,3,30,59385.65,19756.22,23694.67,15934.76,3.77,0
2020,23,1,0,1,4,4,1570.1,4.97,1565.13,0,2.56,0
2020,14,1,0,1,4,3,2985.73,0,0,2985.73,2.68,0
2019,23,1,0,1,4,5,5914.21,5.99,5908.22,0,3.53,0
