Year,Region,Commodity,Distance,Function,Status,Num_employee,Employee_hour,Hours_office,Hours_operation,Hours_other,Safety_cost,Num_accidents
2020,23,1,0,1,4,1,-2.39,-2.39,0,0,1.74,0
2017,38,4,0,3,1,12,30808.57,0,0,30808.57,4,0
2019,26,1,0,1,4,3,1416.4,0,1416.4,0,3.42,0
2019,38,5,0,4,4,3,7925.95,0,7925.95,0,3.95,0
2020,3,5,0,4,3,4,11574.45,3045.91,2435.73,6092.81,0.7,0
2019,45,1,0,1,4,1,1956.94,0,1956.94,0,2.8,0
2019,13,1,0,1,4,2,214.15,0,214.15,0,2.54,0
2019,26,1,0,1,4,1,513.68,0,513.68,0,3.22,0
2020,1,1,0,1,4,2,374.39,0,374.39,0,3.28,0
2017,6,1,0,1,4,10,10511.69,1988.29,8523.4,0,1.58,0
2017,5,2,0,4,4,2,1403.05,44.81,1358.24,0,1.38,0
2018,6,1,0,1,4,4,5679.35,0,5679.35,0,2.98,0
2018,44,5,0,4,3,21,54966.76,2959.45,52007.31,0,0.48,3
2019,18,3,0,3,3,296,679703.45,172599.4,0,507104.05,3.76,6
2018,14,5,0,4,4,5,4702.48,501.44,4201.04,0,0.6,0
2019,25,1,0,1,3,9,5073.35,360.17,0,4713.18,2.43,0
2017,26,1,0,1,3,7,13623.68,0,13623.68,0,1.98,0
2017,10,5,0,4,3,12,21307.94,1550.58,19757.37,0,1.15,0
2017,17,4,0,3,1,70,143443.46,0,0,143443.46,3.8,0
2019,5,2,0,4,4,3,1828.71,0,1828.71,0,1.49,0
2020,1,5,0,4,4,4,2117.86,71.89,2045.97,0,0.93,0
2020,38,4,0,3,1,7,15808.22,3860.45,0,11947.77,3.18,0
2019,38,4,4.5,4,1,2,2030.02,0,2030.02,0,0.64,0
2017,6,1,0,1,4,2,17.04,0,17.04,0,2.24,0
2019,24,5,0,4,3,7,12169.05,2926.77,1264.9,7977.38,NA,0
2020,9,5,0,4,3,19,48504.71,2514.19,27916.13,18074.38,0.51,0
2020,44,1,0,1,6,2,4094.55,0,4094.55,0,3.37,0
2018,5,1,0,1,6,1,2135.94,0,2135.94,0,3.52,0
2019,16,5,0,4,3,1,2308.3,2308.3,0,0,0.25,0
2020,14,5,0,4,4,2,2427.99,1214,1214,0,0.56,0
2017,35,1,0,1,4,1,606.76,0,606.76,0,2.78,0
2018,34,2,0,4,4,1,24.64,0,0,24.64,1.47,0
2019,5,1,0,1,3,33,80180.81,12141.94,68038.87,0,1.59,0
2017,14,1,0,1,4,5,9870.81,983.98,8886.82,0,1.98,0
2020,18,1,0,1,3,10,26482.09,949.51,0,25532.58,2.08,0
2018,36,5,0,4,4,7,7847.62,662.12,7185.5,0,1.23,0
2018,23,1,0,1,4,3,2108.93,4,2104.93,0,2.26,0
2018,7,1,0,1,3,7,14258.6,4,14254.61,0,NA,0
2018,34,1,0,1,4,4,1418.74,255.97,1162.77,0,2.18,0
2020,6,1,0,1,3,5,13200.04,0,13200.04,0,2.02,0
2017,5,5,0,4,4,2,269.76,0,269.76,0,1.04,0
2020,44,3,0,4,4,6,3156.34,521.21,2635.12,0,3.66,0
2020,1,1,0,1,4,1,1098.72,0,1098.72,0,2.69,0
2019,9,1,0,1,3,10,20855.49,2331.5,0,18523.99,NA,1
2017,14,1,0,1,3,6,12649.21,2339.48,10309.72,0,1.76,0
2019,27,2,0,3,3,3,5522.45,0,0,5522.45,3.6,0
2017,14,4,4.55,2,1,59,128491.82,8731.04,0,119760.78,NA,6
2017,22,1,0,1,4,2,296,0,296,0,2.27,0
2020,38,4,0,3,1,25,58749.17,0,0,58749.17,2.03,0
2018,24,5,0,4,3,24,52972.81,18534.43,7647.53,26790.85,0.08,0
2019,5,5,0,4,3,7,13473.38,4394.99,9078.38,0,0.23,0
2017,13,1,0,1,4,3,7196.08,0,7196.08,0,2.01,0
2018,26,1,0,1,4,2,43.95,29.77,14.18,0,3.01,0
2018,7,5,0,4,4,8,2340.56,14.94,2325.63,0,1.1,0
2017,17,5,0,4,3,21,43881.44,6443.95,11854.74,25582.75,0.31,3
2018,1,1,0,1,4,1,47.08,0,47.08,0,2.47,0
2018,28,1,0,1,4,5,845.67,0,845.67,0,3.18,0
2020,47,5,0,4,4,2,454.13,0,454.13,0,NA,0
2018,24,1,0,1,3,4,5420.1,4,0,5416.1,3.39,0
2017,27,1,0,1,4,1,167.39,0,0,167.39,3.6,0
2019,7,5,0,4,3,21,21313.35,160.11,21153.24,0,1.22,0
2019,4,5,0,4,3,3,1796.83,386.76,1410.07,0,3.6,0
2017,12,1,0,1,4,7,1938.22,729.68,1208.54,0,NA,0
2018,7,1,0,1,6,1,17.1,17.1,0,0,3.41,0
2018,5,1,0,1,4,3,2882.33,24.03,2858.3,0,3,0
2018,14,1,0,1,3,5,8652.66,2538.95,6113.71,0,1.85,0
2019,44,2,0,4,3,49,117265.86,17679.07,2377.88,97208.91,3.41,1
2019,23,1,0,1,6,3,820.73,2.98,817.74,0,3.28,0
2020,39,5,0,4,3,38,66497.9,2900.78,21338.36,42258.76,1.34,0
2019,46,4,0,3,1,6,9914.47,1879.71,0,8034.76,3.81,0
2018,24,5,0,4,6,7,6638.51,2091.52,1234.26,3312.74,0.03,0
2018,48,1,0,1,6,5,8945.45,1740.73,7204.72,0,3.32,0
2018,22,1,0,1,3,2,2309.89,0,2309.89,0,1.56,0
2018,14,5,0,4,4,3,387.21,0,387.21,0,3.61,0
2019,45,1,0,1,4,3,6837.44,0,6837.44,0,2.61,0
2017,15,1,0,1,3,6,19249.96,0,19249.96,0,1.83,0
2017,22,1,0,1,4,3,387.89,1.93,385.96,0,2.75,0
2019,23,5,0,4,4,2,589.93,6.79,583.14,0,0.5,0
2019,34,1,0,1,4,6,10324.54,1581.16,8743.39,0,3.2,0
2018,22,1,0,1,6,2,31.81,0,31.81,0,2.84,0
2020,9,5,0,4,3,108,236016.58,9838.77,24384.44,201793.37,0.25,5
2019,34,1,0,1,4,3,2963.05,1120.64,1842.41,0,3.57,0
2019,17,4,3.61,4,1,60,140931.45,0,140931.46,0,NA,2
2019,17,4,3.74,2,7,6,5109.43,0,0,5109.43,3.68,0
2017,44,2,0,4,3,55,172598.8,12207.92,160390.89,0,1.38,3
2018,34,1,0,1,3,13,26656.22,8694.31,17961.91,0,2,0
2019,5,5,0,4,4,6,13374.9,3989.46,9385.44,0,3.8,0
2017,43,5,0,4,3,5,3607.3,167.9,3439.4,0,1.12,0
2017,27,5,0,4,3,14,29140.6,2815.87,6626.68,19698.06,0.74,2
2018,33,3,0,4,3,858,2096141.71,235155.43,957015.8,903970.48,3.8,9
2018,3,3,0,4,6,10,12751.46,2,12749.45,0,NA,0
2019,46,5,0,2,3,102,204641.85,8320.48,0,196321.37,0.01,4
2020,14,5,0,4,4,1,4.95,4.95,0,0,0.34,0
2017,6,1,0,1,4,4,386.79,0,386.79,0,2.04,0
2017,31,2,0,3,3,45,79199.34,8320.04,0,70879.31,0.67,0
2017,31,5,0,4,3,38,87349.6,9852.5,63141.82,14355.28,1.4,4
2020,6,2,0,4,3,27,54313.89,7256.65,47057.24,0,0.71,2
2018,22,2,0,4,4,4,6580.51,1541.01,2923.23,2116.27,1.22,2
2020,24,5,0,4,3,10,19360.9,2640.89,14692.85,2027.15,0.37,0
2019,35,5,0,4,4,10,22165.73,9308.99,6428.37,6428.37,0.28,0
2020,47,1,0,1,4,3,1549.86,29.94,1519.92,0,3.6,0
2019,13,5,0,4,4,4,4606.56,0,4606.56,0,0.96,0
2017,48,1,0,1,3,4,7661.01,2070.54,5590.47,0,1.89,0
2019,13,1,0,1,4,3,687.19,0,687.19,0,3.28,0
2018,40,1,0,1,4,3,994.91,4,990.91,0,2.87,0
2020,7,5,0,4,3,2,4634.14,0,4634.14,0,0.7,0
2017,33,1,0,1,4,1,277.8,0,277.8,0,2.08,0
2017,38,5,0,4,3,103,220329.54,24729.16,0,195600.38,3.23,1
2017,27,5,0,4,3,7,7732.55,1717.68,5481.35,533.52,0.77,0
2018,22,1,0,1,4,2,542.13,0,542.13,0,2.29,0
2018,38,5,0,4,3,23,54769.66,5091.76,49677.9,0,3.89,0
2020,33,3,0,4,3,13,36337.94,0,36337.94,0,1.9,0
2019,17,4,4.8,2,1,56,98807.49,0,0,98807.49,1.92,7
2020,45,1,0,1,3,7,13914.37,3838.45,10075.92,0,1.82,0
2019,47,5,0,4,4,4,2643.04,1,2642.04,0,1.17,0
2020,29,1,0,1,4,2,1810.44,0,0,1810.44,3.23,0
2018,27,2,0,4,3,342,858276.42,199627.29,433845.31,224803.83,3.93,5
2017,28,1,0,1,4,7,1482.34,0,1482.34,0,1.54,0
2017,26,5,0,4,3,17,32706.87,0,3479.99,29226.88,1.32,0
2020,36,2,0,4,4,2,1520.25,0,1520.25,0,0.61,0
2018,48,5,0,4,4,10,8798.34,1446.58,7351.76,0,1.29,0
2019,24,5,0,4,3,7,11859.26,2184.89,9674.37,0,0.11,0
2017,30,1,0,1,4,3,3386.51,159.79,3226.72,0,2.32,0
2020,38,1,0,1,4,2,1939.89,0,1939.89,0,3.19,0
2017,1,3,0,4,4,2,707.8,109.13,0,598.67,2.23,0
2018,28,1,0,1,6,2,1901.36,0,1901.36,0,2.23,0
2019,17,4,3.43,4,1,3,2776.84,0,0,2776.84,1.16,0
2020,1,3,0,4,4,1,81.15,0,81.15,0,1.55,0
2017,35,1,0,1,4,4,6628.83,2175.23,0,4453.6,1.43,0
2017,28,1,0,1,4,3,8301.86,0,8301.86,0,2.13,0
2019,29,2,0,4,3,3,3622.13,0,3622.13,0,0.62,0
2017,35,5,0,2,3,27,72034,9368.22,0,62665.78,0.58,0
2017,14,5,0,4,3,11,17454.18,5068.89,4725.97,7659.32,0.2,0
2018,37,5,0,4,4,1,708.76,0,708.76,0,0.96,0
2020,19,5,0,4,3,25,39636.81,32.01,14337.46,25267.34,1.34,0
2018,20,1,0,1,3,7,8234.38,2350.54,0,5883.85,NA,0
2018,25,1,0,1,3,2,2932.16,0,2932.16,0,1.41,0
2018,6,1,0,1,3,4,6274.13,1551.76,4722.37,0,1.6,0
2020,36,1,0,1,3,6,9576.47,438.25,9138.22,0,1.79,0
2019,38,5,0,4,3,4,11201.2,2607.51,8593.69,0,1.38,0
2020,24,2,0,4,6,2,2.43,0.81,1.62,0,0.89,0
2018,38,4,4.11,4,7,13,6164.18,4143.81,2020.37,0,1.96,0
2017,34,1,0,1,4,2,1913.98,0,1913.98,0,2.52,0
2018,17,2,0,3,3,4,1875.46,0,0,1875.46,1.4,0
2017,7,1,0,1,3,6,15286.95,2387.93,12899.02,0,1.57,0
2019,36,5,0,4,3,6,11562.91,2262.74,9300.17,0,NA,0
2018,34,1,0,1,4,2,2605.99,0,2605.99,0,1.71,0
2017,20,4,4.11,4,1,10,20196.57,0,20196.57,0,3.91,0
2020,24,2,0,4,4,6,7368.58,335.16,7033.42,0,3.93,0
2018,9,2,0,4,3,4,8066.28,1859.37,6206.91,0,0.66,0
2019,17,5,0,4,3,5,9015.87,2920.66,374.83,5720.38,0.32,0
2019,28,1,0,1,4,3,3668.61,0,3668.61,0,2.82,0
2018,47,5,0,4,4,6,7219.29,1,7218.29,0,0.96,0
2019,47,5,0,4,4,5,4109.02,0,169.21,3939.81,1.29,0
2019,23,1,0,1,4,4,3675.78,0,3675.78,0,3.33,0
2018,34,1,0,1,4,3,3110.1,438.15,2671.94,0,NA,0
2019,3,5,0,4,4,9,16502.66,2024.98,14477.68,0,0.99,0
2019,37,1,0,1,4,3,351.46,4.05,347.41,0,2.19,0
2017,6,1,0,1,4,2,1163.5,0,1163.5,0,2.4,0
2018,44,5,0,4,4,6,14303.9,3115.85,11188.05,0,0.2,0
2018,35,2,0,4,4,2,392.48,0,392.48,0,3.57,0
2017,12,5,0,4,4,3,251.04,4.03,247.01,0,0.27,0
2018,35,1,0,1,3,3,6032.32,0,0,6032.32,3.01,0
2019,17,5,0,4,3,13,28202.43,2554.5,25647.93,0,0.2,0
2020,24,5,0,4,4,8,13459.11,2621.66,6101.88,4735.58,0.36,0
2018,44,5,0,4,3,7,9929.04,10.01,9919.04,0,0.24,0
2017,14,1,0,1,4,5,1368.3,11.09,1357.21,0,2.32,0
2018,5,1,0,1,3,5,13564.65,0,13564.65,0,1.86,0
2020,4,1,0,1,3,8,19185.63,4328.59,14857.04,0,1.81,2
2020,44,4,4.19,4,2,170,355002.15,8095.8,346906.35,0,1.59,0
2018,36,5,0,4,4,7,9794.2,40.01,3867.87,5886.32,1.19,0
2019,26,1,0,1,3,2,3623.15,0,3623.15,0,1.6,0
2020,22,1,0,1,4,4,1523.25,0,1523.25,0,3.19,0
2019,34,1,0,1,6,1,44.05,0,44.05,0,3.02,0
2018,17,4,0,3,1,23,53066.04,3269.39,0,49796.65,NA,2
2018,34,1,0,1,4,2,166.12,0,166.12,0,3.15,0
2019,34,1,0,1,4,3,1334.94,0,1334.94,0,2.37,0
2018,26,1,0,1,4,2,386.35,0,386.35,0,3,0
2018,44,2,0,4,3,7,13568.51,0,0,13568.51,0.87,0
2018,46,4,4.74,2,6,2,947.03,0,0,947.03,1.17,0
2020,12,5,0,4,3,14,28563.03,3579.5,20032.82,4950.7,0.03,0
2019,6,1,0,1,4,3,2172.03,0,2172.03,0,3.44,0
2019,34,1,0,1,4,2,2276.86,0,2276.86,0,3.44,0
2018,6,1,0,1,4,3,3743.03,0,3743.03,0,2.62,0
2017,6,1,0,1,4,3,535.79,0,535.79,0,2.62,0
2019,23,1,0,1,4,4,4696.58,246.77,4449.82,0,3.46,0
2020,5,1,0,1,4,2,5917.14,0,5917.14,0,3.47,0
2019,24,5,0,4,3,13,29363.61,2479.22,25486.26,1398.12,0.2,0
2017,48,5,0,4,4,3,861.14,242.78,618.35,0,NA,0
2018,17,4,4.03,2,2,2,5438.58,0,0,5438.58,2.1,0
2017,34,1,0,1,6,6,3186.85,95.94,3090.91,0,3.13,0
2018,44,1,0,1,6,4,6719.08,1924.03,4795.05,0,3.12,0
2020,23,1,0,1,4,2,4807.52,0,4807.52,0,3.16,0
2020,5,1,0,1,3,35,58405.39,16993.39,41412,0,1.99,0
2019,44,1,0,1,3,3,4919.86,1374.24,3545.62,0,2.35,0
2017,9,5,0,4,3,28,68439.66,6503.16,26962.66,34973.85,0.47,0
2017,44,5,0,4,3,9,11630.14,1501.15,1077.23,9051.76,1.42,0
2020,37,5,0,4,3,5,8799.63,1102.33,7697.31,0,0.83,0
2017,36,5,0,4,3,8,17279.31,159.99,17119.32,0,3.86,0
2018,36,1,0,1,4,2,412.03,3.99,408.04,0,3.56,0
2019,23,1,0,1,4,3,1156.44,3.97,1152.47,0,2.15,0
2020,17,4,4.11,4,1,16,14081.48,0,14081.48,0,3.82,0
2019,39,1,0,1,3,4,3820.53,129.85,3690.68,0,2.33,0
2017,13,1,0,1,4,2,1183.87,704.88,478.99,0,1.56,0
2019,10,2,0,4,3,11,22165.07,0,0,22165.07,3.69,0
2017,47,5,0,4,4,3,4648.74,0,4648.74,0,3.48,0
2018,17,5,0,4,3,20,46135.72,2742.91,8519.62,34873.18,0.17,0
2019,16,1,0,1,4,4,92.87,18.57,0,74.29,2.67,0
2018,38,1,0,1,4,4,4476.42,727.2,3749.21,0,3.16,0
2017,23,1,0,1,4,3,3404.87,0,3404.87,0,2.99,0
2019,29,1,0,1,4,8,5303.67,407.67,0,4896.01,2.81,0
2019,28,1,0,1,4,6,1765.99,393.87,1372.12,0,1.69,0
2020,38,4,4.11,4,1,3,6542.04,0,6542.04,0,3.83,0
2018,5,3,0,2,6,4,57.01,1.12,0,55.9,3.58,0
2020,26,5,0,4,3,23,45272.13,0,8227.84,37044.29,1.1,0
2020,4,1,0,1,4,4,8825.05,0,8825.05,0,1.63,0
2020,38,4,4.11,4,2,2,952.44,0,952.44,0,2.11,0
2019,6,1,0,1,4,12,3866.4,976.63,2889.77,0,3.22,0
2019,47,5,0,3,3,146,280649.64,19988.69,0,260660.95,1.01,2
2018,23,1,0,1,4,4,1807.7,175,1632.7,0,2.12,0
2017,43,1,0,1,3,4,5772.69,2157.03,3615.66,0,1.36,0
2020,6,1,0,1,4,3,3527.4,0,3527.4,0,2.89,0
2018,5,1,0,1,3,9,16667.55,3781.76,12885.79,0,3.83,1
2020,47,1,0,1,4,2,148.6,8.74,139.86,0,2.78,0
2020,46,1,0,1,3,2,2172.42,1.98,2170.44,0,NA,0
2020,48,1,0,1,3,28,59996.45,1400.08,58596.37,0,1.6,4
2020,37,5,0,4,3,7,10582.88,1681.89,8900.99,0,0.97,0
2019,23,1,0,1,4,16,37363.09,1923.39,35439.7,0,2.96,0
2020,46,5,0,4,3,27,57479.92,10442.81,17205.39,29831.73,0.17,4
2017,6,2,0,4,4,3,1364.46,0,1364.46,0,1.45,0
2018,17,4,0,3,7,1,29.47,0,0,29.47,0.07,0
2019,38,5,0,4,4,4,1831.05,0,1831.05,0,1.1,0
2020,45,1,0,1,4,3,953.17,0,953.17,0,3.1,0
2019,3,1,0,1,4,4,5381.51,4,0,5377.51,2.45,0
2017,16,5,0,4,4,2,342.73,0,342.73,0,0.26,0
2018,16,5,0,4,3,9,19942.22,0,18722.39,1219.83,0.18,0
2017,34,1,0,1,4,1,85.87,0,85.87,0,2.21,0
2018,6,5,0,4,4,4,474.79,0,474.79,0,3.95,0
2019,23,1,0,1,3,18,43376.27,9163.73,34212.54,0,3.58,0
2017,6,1,0,1,6,3,2977.6,0,2977.6,0,3.38,0
2017,16,5,0,4,4,5,6492.49,637.42,5855.07,0,0.11,0
2019,35,1,0,1,4,6,12935.08,4290.03,8645.05,0,2.47,0
2018,44,1,0,1,3,12,26624.34,1909.03,24715.31,0,1.94,0
2019,30,1,0,1,6,1,111.71,0,111.71,0,3.63,0
2017,44,5,0,4,3,27,66746.29,291.99,66454.3,0,1.07,0
2017,24,1,0,1,4,4,6165.31,480.1,5685.21,0,2.86,0
2019,46,4,0,4,2,10,7094.24,3822.44,3271.8,0,0.03,0
2018,38,4,0,4,7,2,3993.46,0,3993.46,0,1.51,0
2020,2,4,3.89,2,1,18,42055.45,0,0,42055.45,3.93,0
2020,44,5,0,2,3,49,112433.92,33769.88,0,78664.04,NA,5
2018,12,1,0,1,3,2,3085.73,1974.55,1111.18,0,1.66,0
2018,30,3,0,4,4,3,418.95,0,418.95,0,3.83,0
2018,38,4,3.61,4,1,4,7961.52,0,7961.52,0,1.97,0
2019,23,1,0,1,4,5,11122.65,1687.43,9435.22,0,NA,1
2019,46,4,0,3,1,36,99198.03,0,0,99198.03,3.92,0
2020,2,5,0,4,3,14,29209.88,4292.95,7450.18,17466.74,0.13,0
2020,4,1,0,1,4,6,13334.05,0,13334.05,0,3,0
2020,5,1,0,1,3,14,39097.03,2547.52,36549.5,0,1.86,0
2017,15,5,0,4,3,8,19680.14,4668.71,4830.6,10180.83,0.21,0
2018,38,4,0,3,1,49,115968.88,48952.86,0,67016.02,0.59,11
2019,1,1,0,1,4,5,773.43,0,773.43,0,3.6,0
2017,33,2,0,4,4,1,4.97,0,4.97,0,0.7,2
2017,14,4,0,3,7,4,5206.34,776.8,0,4429.55,3.88,0
2018,44,1,0,1,6,11,6789.79,1108.43,5681.35,0,2.98,0
2018,38,1,0,1,4,4,5123.12,1613.3,3509.82,0,2.65,0
2017,40,1,0,1,3,13,25870,9400.36,16469.64,0,NA,0
2020,1,1,0,1,4,7,3029.73,0,3029.73,0,2.02,0
2017,34,1,0,1,4,5,9814.07,2611.16,7202.92,0,2.35,0
2018,16,1,0,1,4,1,89.41,0,89.41,0,2.84,0
2019,35,4,3.89,4,1,14,40027.56,0,40027.56,0,3.95,0
2019,14,5,0,4,3,21,43853.77,3684.32,32116.76,8052.69,0.56,2
2017,39,1,0,1,3,4,3420.82,105.64,3315.18,0,1.34,0
2017,10,5,0,4,3,7,17971.41,8875.2,1364.03,7732.18,0.8,0
2020,22,1,0,1,3,3,4069.16,519,3550.16,0,1.65,0
2020,16,5,0,4,3,15,30109.46,5205.94,10806.96,14096.55,0.59,0
2018,23,1,0,1,4,2,705.67,0,705.67,0,2.86,0
2018,33,5,0,4,4,3,1943.18,120.2,1822.98,0,1.05,0
2018,15,2,0,4,4,5,7379.42,1009.65,6369.77,0,1.35,0
2018,23,1,0,1,4,1,-9.31,-9.31,0,0,2.9,0
2018,41,2,0,4,4,2,40.09,40.09,0,0,0.82,0
2017,6,1,0,1,4,5,4080.11,14.03,4066.08,0,2.37,0
2020,27,5,0,4,3,31,69936.98,11654.5,14885.91,43396.57,0.74,5
2020,14,5,0,4,4,5,6912.16,544.93,6367.23,0,NA,0
2019,5,1,0,1,3,38,87301.12,0,87301.12,0,1.54,3
2017,43,5,0,2,3,62,135052.95,28072.03,0,106980.92,NA,3
2020,27,2,0,4,4,2,93.39,4.73,88.67,0,3.57,0
2017,16,5,0,4,6,4,1553.36,26.76,1526.59,0,0.36,0
2018,47,5,0,4,6,1,473.04,0,473.04,0,3.82,0
2020,46,5,0,4,4,3,7035.97,0,7035.97,0,0.26,0
2018,48,1,0,1,4,6,1356.48,12.12,1344.36,0,3.08,0
2020,24,1,0,1,6,1,166.54,0,166.54,0,3.83,0
2018,21,1,0,1,4,4,550.33,10.81,539.52,0,1.89,0
2019,23,1,0,1,4,2,1120.66,4.01,1116.65,0,2.45,0
2017,45,1,0,1,4,2,8.01,0,8.01,0,2.6,0
2019,12,1,0,1,4,2,981.39,875.89,105.5,0,3.09,0
2017,40,1,0,1,4,3,134.89,0.93,133.96,0,1.84,0
2019,10,5,0,4,3,5,9421.56,6067.21,909.28,2445.07,0.91,0
2020,12,1,0,1,3,7,15752.1,0,15752.1,0,1.68,2
2018,5,5,0,4,3,6,9856.67,1044.6,8812.07,0,0.99,0
2020,25,2,0,4,3,3,10367.21,0,10367.21,0,1.33,0
2020,5,1,0,1,3,8,23705.83,0,23705.83,0,1.84,0
2019,44,5,0,4,3,3,5974.37,0,5974.37,0,1.18,0
2019,43,1,0,1,3,10,23740.54,3062.81,20677.73,0,3.66,0
2018,47,5,0,4,4,4,1624.52,0,106.16,1518.35,3.79,0
2019,44,5,0,4,3,10,19853.4,1917.04,17936.36,0,0.28,0
2020,34,1,0,1,4,4,4403.75,1422.27,2981.48,0,2.88,0
2020,24,1,0,1,3,20,42638.45,4534.26,0,38104.19,1.67,2
2018,38,5,0,4,4,2,5599.48,0,5599.48,0,1.07,0
2017,38,4,3.37,4,1,9,6350.73,3245.71,3105.02,0,1.25,0
2020,9,1,0,1,3,11,15755.95,93.09,0,15662.86,3.36,0
2020,17,4,4.11,4,2,4,6741.94,0,0,6741.94,3.39,0
2020,15,2,0,4,6,1,407.64,0,407.64,0,0.71,0
2017,23,1,0,1,4,5,3977.34,340.49,3636.85,0,2.1,0
2019,22,1,0,1,4,5,4729.08,0,4729.08,0,2.64,0
2019,13,5,0,4,4,15,18897.08,0,18897.08,0,1.22,0
2019,46,4,4.11,2,1,103,246172.56,0,0,246172.56,2.2,2
2019,38,5,0,4,3,17,44265.59,7568.1,20845.28,15852.21,0.54,2
2018,18,1,0,1,3,10,15975.46,4644.55,0,11330.91,1.78,3
2017,12,5,0,4,4,7,11911.21,47.96,11863.25,0,0.57,0
2017,26,3,0,4,4,5,4346.61,3.99,4342.62,0,2.29,0
2018,23,1,0,1,4,2,1510.85,44.23,1466.62,0,2.47,0
2020,12,1,0,1,4,6,10450.21,985.36,9464.85,0,3.59,0
2019,24,1,0,1,4,2,84.28,0,84.28,0,3.03,0
2018,5,5,0,4,4,1,611.28,0,611.28,0,0.9,0
2017,15,5,0,4,4,10,14730.85,5878.35,3497.83,5354.67,0.04,3
2018,45,1,0,1,6,5,2605.32,0,2605.32,0,2.96,0
2017,13,1,0,1,4,17,19140.99,0,19140.99,0,3.36,0
2018,1,3,0,4,4,7,19516.76,3231.45,0,16285.31,3.62,0
2017,38,5,0,2,3,32,61655.4,7472.08,0,54183.32,0.07,0
2019,34,1,0,1,4,2,27.8,0.99,26.81,0,2.66,0
2019,16,5,0,4,3,6,6801.18,27.96,6773.22,0,0.28,0
2020,46,1,0,1,3,3,3829.75,4,0,3825.75,3.65,0
2018,5,1,0,1,3,14,12882.72,2172.16,10710.57,0,2.06,0
2017,7,5,0,4,3,11,23067.94,2752.26,2978.45,17337.24,0.05,0
2018,34,1,0,1,4,3,3930.23,657.71,3272.52,0,2.49,0
2020,21,1,0,1,3,13,22568.78,156.01,22412.78,0,1.53,0
2018,47,5,0,4,4,2,1432.32,0,1432.32,0,3.22,0
2019,32,3,0,4,3,969,1947281.28,374936.86,959314.65,613029.77,3.73,38
2019,15,5,0,4,3,33,87940.04,12609.44,28370.98,46959.62,0.31,6
2018,15,1,0,1,3,6,11880.26,2112.25,9768.02,0,1.54,0
2019,27,1,0,1,3,8,17010.27,6675.36,10334.91,0,2.08,0
2019,13,1,0,1,4,2,199.69,4.27,195.42,0,2.1,0
2017,4,2,0,4,3,9,13855.72,0,13855.72,0,3.88,0
2019,5,1,0,1,3,29,61044.81,3909.73,57135.08,0,1.54,0
2017,46,5,0,4,3,32,59274.58,5368.23,37069.61,16836.73,0.71,0
2020,2,5,0,4,3,29,68596.4,9094.51,20047.33,39454.56,0.32,4
2017,47,1,0,1,4,2,444.96,0,444.96,0,2.93,0
2019,35,5,0,4,3,10,18947.93,0,18947.93,0,3.22,0
2017,5,1,0,1,3,10,21220.67,5107.59,16113.08,0,1.88,0
2017,16,5,0,4,3,10,20760.87,2701.59,4192.37,13866.91,0.29,0
2018,20,4,4.69,4,1,8,16567.45,0,16567.45,0,0.61,0
2017,46,5,0,4,3,10,20811.53,6199.97,6711.88,7899.68,1.06,0
2017,34,1,0,1,4,2,173.53,3.19,170.34,0,3.47,0
2019,48,1,0,1,3,8,14888.55,3092.53,11796.02,0,1.93,0
2020,23,1,0,1,3,6,9094.77,4,9090.77,0,2.34,0
2020,5,1,0,1,4,22,40414.37,6744.22,33670.15,0,NA,0
2020,4,1,0,1,4,6,5548.68,2091.53,3457.14,0,1.88,0
2017,14,5,0,4,4,2,989.68,0,989.68,0,0.4,0
2020,24,2,0,4,6,1,-2.33,-2.33,0,0,0.82,0
2018,34,5,0,4,3,16,32349.89,5562.53,24722.79,2064.57,0.18,0
2018,27,5,0,4,4,4,2758.22,551.64,2206.57,0,0.74,0
2018,38,5,0,4,6,2,763.2,3.02,760.18,0,0.93,0
2017,28,1,0,1,4,2,2367.28,569.35,1797.93,0,2.59,0
2020,37,5,0,4,3,5,10688.71,0,10688.71,0,1.07,0
2018,44,5,0,4,3,11,21386.25,2794.6,8072.94,10518.71,0.47,0
2020,48,1,0,1,3,14,29326.03,4421,24905.02,0,1.65,2
2017,9,5,0,4,3,20,45433.67,11092.39,34341.29,0,0.14,0
2017,28,1,0,1,4,3,3673.85,0,3673.85,0,3.28,0
2017,12,5,0,4,3,88,172283.24,25575.29,18394.49,128313.45,0.67,2
2020,27,5,0,4,3,17,31852.41,2760.99,7532.26,21559.15,0.84,0
2017,12,5,0,4,4,4,5292.21,0,5292.21,0,0.58,0
2020,13,5,0,4,4,11,11827.05,0,11827.05,0,1.26,0
2019,29,1,0,1,4,4,4220.29,151.59,0,4068.71,2.4,0
2019,18,1,0,1,4,3,94.38,23.59,0,70.78,3.37,0
2017,38,5,0,4,4,1,200.58,0,200.58,0,0.65,0
2020,26,1,0,1,4,1,4.01,4.01,0,0,3.21,0
2017,26,1,0,1,4,2,922.36,0,922.36,0,2.75,0
2019,22,2,0,4,3,7,16519.8,0,16519.8,0,1.34,0
2020,29,1,0,1,4,4,3869.08,2.99,0,3866.09,3,0
2020,1,1,0,1,4,3,2172.79,440.74,1732.05,0,2.99,0
2019,12,5,0,4,4,3,3583.81,0,3583.81,0,0.04,0
